timestamp,percentage,depth,notional
2026-03-27 00:20:33,0.20,4.42200000,305131.27600000
2026-03-27 00:20:33,1.00,35.78500000,2475252.60460000
2026-03-27 00:20:33,2.00,45.22400000,3135120.37180000
2026-03-27 00:20:33,3.00,52.90800000,3678413.27980000
2026-03-27 00:20:33,4.00,57.94400000,4036573.80390000
2026-03-27 00:20:33,5.00,58.50900000,4077293.44880000
2026-03-27 00:21:00,-5.00,87.57700000,5975609.62610000
2026-03-27 00:21:00,-4.00,86.94300000,5933958.30310000
2026-03-27 00:21:00,-3.00,83.98700000,5737377.43980000
2026-03-27 00:21:00,-2.00,70.23200000,4812975.75440000
2026-03-27 00:21:00,-1.00,60.33900000,4142009.90100000
2026-03-27 00:21:00,-0.20,5.60100000,385519.71480000
2026-03-27 00:21:00,0.20,6.76300000,466649.91870000
2026-03-27 00:21:00,1.00,59.04000000,4083819.93300000
2026-03-27 00:21:00,2.00,68.13200000,4719607.47560000
2026-03-27 00:21:00,3.00,75.81600000,5262900.38360000
2026-03-27 00:21:00,4.00,80.85200000,5621060.90770000
2026-03-27 00:21:00,5.00,81.41700000,5661780.55260000
2026-03-27 00:21:30,-5.00,87.31500000,5959200.36540000
2026-03-27 00:21:30,-4.00,86.68100000,5917549.04240000
2026-03-27 00:21:30,-3.00,82.28900000,5624981.60310000
2026-03-27 00:21:30,-2.00,70.20700000,4812495.61920000
2026-03-27 00:21:30,-1.00,60.31300000,4141468.26600000
2026-03-27 00:21:30,-0.20,7.46200000,513706.67420000
2026-03-27 00:21:30,0.20,6.73100000,464598.47580000
2026-03-27 00:21:30,1.00,57.77600000,3997570.23590000
2026-03-27 00:21:30,2.00,66.86700000,4633287.28850000
2026-03-27 00:21:30,3.00,74.54700000,5176298.98850000
